File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
Max,eng,SALT_Expo,.,14;0-15;0,.,TD,.,.,.,.,.,.,Exposition,.,245,238,17.6,19.21,.,.,.,496,3018,.,.,2.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
SD,eng,SALT_Expo,.,14;0-15;0,.,TD,.,.,.,.,.,.,Exposition,.,39.02,38.28,2.24,2.43,.,.,.,78.36,537.58,.,.,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Mean,eng,SALT_Expo,.,15;0-15;11,.,TD,.,.,.,.,.,.,Exposition,.,57.54,55.95,12.9,14.24,.,.,.,204.38,718.38,.,.,2.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Min,eng,SALT_Expo,.,15;0-15;11,.,TD,.,.,.,.,.,.,Exposition,.,19,19,9.25,10.13,.,.,.,106,242,.,.,1.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Max,eng,SALT_Expo,.,15;0-15;11,.,TD,.,.,.,.,.,.,Exposition,.,157,156,17.6,19.21,.,.,.,383,2193,.,.,3.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
SD,eng,SALT_Expo,.,15;0-15;11,.,TD,.,.,.,.,.,.,Exposition,.,25.39,24.88,2.04,2.23,.,.,.,56.53,348.12,.,.,0.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Mean,eng,SALT_Expo,.,16;1-17;0,.,TD,.,.,.,.,.,.,Exposition,.,66.37,64.48,12.75,14.01,.,.,.,214.41,786.22,.,.,2.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Min,eng,SALT_Expo,.,16;1-17;0,.,TD,.,.,.,.,.,.,Exposition,.,13,13,8.17,9.06,.,.,.,61,116,.,.,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Max,eng,SALT_Expo,.,16;1-17;0,.,TD,.,.,.,.,.,.,Exposition,.,183,183,17,18.24,.,.,.,386,1916,.,.,3.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
SD,eng,SALT_Expo,.,16;1-17;0,.,TD,.,.,.,.,.,.,Exposition,.,39.48,38.79,2.36,2.5,.,.,.,67.64,407.61,.,.,0.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Mean,eng,SALT_Expo,.,17;0-18;0,.,TD,.,.,.,.,.,.,Exposition,.,70.68,67.77,12.88,14.18,.,.,.,227.68,872.23,.,.,2.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Min,eng,SALT_Expo,.,17;0-18;0,.,TD,.,.,.,.,.,.,Exposition,.,32,30,9,10.03,.,.,.,108,297,.,.,1.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Max,eng,SALT_Expo,.,17;0-18;0,.,TD,.,.,.,.,.,.,Exposition,.,150,148,18.49,20.04,.,.,.,449,2459,.,.,3.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
SD,eng,SALT_Expo,.,17;0-18;0,.,TD,.,.,.,.,.,.,Exposition,.,34.77,33.25,2.38,2.57,.,.,.,71.3,485.57,.,.,0.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Mean,eng,SALT_Expo,.,18;0-18;9,.,TD,.,.,.,.,.,.,Exposition,.,76.39,74,12.61,13.95,.,.,.,234.78,927.33,.,.,2.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Min,eng,SALT_Expo,.,18;0-18;9,.,TD,.,.,.,.,.,.,Exposition,.,25,25,7.76,8.73,.,.,.,136,319,.,.,1.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Max,eng,SALT_Expo,.,18;0-18;9,.,TD,.,.,.,.,.,.,Exposition,.,272,266,16.47,18.06,.,.,.,591,3525,.,.,3.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
SD,eng,SALT_Expo,.,18;0-18;9,.,TD,.,.,.,.,.,.,Exposition,.,63.17,60.88,2.33,2.53,.,.,.,120.83,812.5,.,.,0.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Mean,eng,ENNI,.,4;0-4;6,.,TD,.,.,.,.,.,.,Picture narrative,.,57.75,56.69,5.66,6.12,.,.,.,103.06,321.25,.,.,1.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16
Min,eng,ENNI,.,4;0-4;6,.,TD,.,.,.,.,.,.,Picture narrative,.,50,46,4.09,4.45,.,.,.,38,228,.,.,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16
Max,eng,ENNI,.,4;0-4;6,.,TD,.,.,.,.,.,.,Picture narrative,.,69,66,7.73,8.18,.,.,.,136,439,.,.,1.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16
SD,eng,ENNI,.,4;0-4;6,.,TD,.,.,.,.,.,.,Picture narrative,.,6.1,5.85,0.95,0.99,.,.,.,23.02,64.86,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16
Mean,eng,ENNI,.,4;6-5;0,.,TD,.,.,.,.,.,.,Picture narrative,.,71.74,71,6.62,7.08,.,.,.,134.44,474.53,.,.,1.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Min,eng,ENNI,.,4;6-5;0,.,TD,.,.,.,.,.,.,Picture narrative,.,50,50,4.7,5.2,.,.,.,79,263,.,.,1.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Max,eng,ENNI,.,4;6-5;0,.,TD,.,.,.,.,.,.,Picture narrative,.,111,111,8.43,8.88,.,.,.,195,856,.,.,1.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
SD,eng,ENNI,.,4;6-5;0,.,TD,.,.,.,.,.,.,Picture narrative,.,16.71,16.54,0.99,1.03,.,.,.,30.62,146.66,.,.,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Mean,eng,ENNI,.,5;0-5;6,.,TD,.,.,.,.,.,.,Picture narrative,.,75.63,75.25,7.06,7.56,.,.,.,142.19,532.94,.,.,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Min,eng,ENNI,.,5;0-5;6,.,TD,.,.,.,.,.,.,Picture narrative,.,48,48,5.83,6.32,.,.,.,77,314,.,.,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Max,eng,ENNI,.,5;0-5;6,.,TD,.,.,.,.,.,.,Picture narrative,.,153,152,8.36,8.91,.,.,.,256,1179,.,.,1.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
SD,eng,ENNI,.,5;0-5;6,.,TD,.,.,.,.,.,.,Picture narrative,.,26.77,26.53,0.73,0.71,.,.,.,37.54,200.64,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Mean,eng,ENNI,.,5;6-6;0,.,TD,.,.,.,.,.,.,Picture narrative,.,75.13,74.69,7.27,7.81,.,.,.,141.25,547.41,.,.,1.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Min,eng,ENNI,.,5;6-6;0,.,TD,.,.,.,.,.,.,Picture narrative,.,50,49,4.92,5.55,.,.,.,93,261,.,.,1.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Max,eng,ENNI,.,5;6-6;0,.,TD,.,.,.,.,.,.,Picture narrative,.,153,152,9.64,10.5,.,.,.,256,1179,.,.,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
SD,eng,ENNI,.,5;6-6;0,.,TD,.,.,.,.,.,.,Picture narrative,.,24.83,24.54,1.02,1.05,.,.,.,34.39,203.11,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Mean,eng,ENNI,.,6;0-6;6,.,TD,.,.,.,.,.,.,Picture narrative,.,70.23,70.09,7.04,7.63,.,.,.,136.64,496.55,.,.,1.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Min,eng,ENNI,.,6;0-6;6,.,TD,.,.,.,.,.,.,Picture narrative,.,50,50,4.92,5.55,.,.,.,93,261,.,.,1.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Max,eng,ENNI,.,6;0-6;6,.,TD,.,.,.,.,.,.,Picture narrative,.,109,109,8.95,9.64,.,.,.,186,753,.,.,1.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
SD,eng,ENNI,.,6;0-6;6,.,TD,.,.,.,.,.,.,Picture narrative,.,18.11,18.19,0.88,0.88,.,.,.,25.76,146.85,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Mean,eng,ENNI,.,6;6-7;0,.,TD,.,.,.,.,.,.,Picture narrative,.,74.3,73.84,7.09,7.69,.,.,.,145.24,527.38,.,.,1.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,eng,ENNI,.,6;6-7;0,.,TD,.,.,.,.,.,.,Picture narrative,.,52,52,4.86,5.17,.,.,.,93,277,.,.,1.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,eng,ENNI,.,6;6-7;0,.,TD,.,.,.,.,.,.,Picture narrative,.,137,137,9.58,10.13,.,.,.,227,926,.,.,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,eng,ENNI,.,6;6-7;0,.,TD,.,.,.,.,.,.,Picture narrative,.,22.09,21.85,1.13,1.2,.,.,.,35.13,184.57,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,eng,ENNI,.,7;0-7;6,.,TD,.,.,.,.,.,.,Picture narrative,.,74.37,74.04,8,8.7,.,.,.,155.26,592.74,.,.,1.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Min,eng,ENNI,.,7;0-7;6,.,TD,.,.,.,.,.,.,Picture narrative,.,45,45,6.29,6.95,.,.,.,101,321,.,.,1.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Max,eng,ENNI,.,7;0-7;6,.,TD,.,.,.,.,.,.,Picture narrative,.,137,137,10.08,11.07,.,.,.,227,901,.,.,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
SD,eng,ENNI,.,7;0-7;6,.,TD,.,.,.,.,.,.,Picture narrative,.,20.13,20.06,1.06,1.14,.,.,.,30.18,170.91,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Mean,eng,ENNI,.,7;6-8;0,.,TD,.,.,.,.,.,.,Picture narrative,.,74.17,74.03,7.7,8.39,.,.,.,153.97,572.89,.,.,1.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Min,eng,ENNI,.,7;6-8;0,.,TD,.,.,.,.,.,.,Picture narrative,.,45,45,5.66,6.09,.,.,.,89,296,.,.,1.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Max,eng,ENNI,.,7;6-8;0,.,TD,.,.,.,.,.,.,Picture narrative,.,113,113,9.44,10.32,.,.,.,202,963,.,.,1.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
SD,eng,ENNI,.,7;6-8;0,.,TD,.,.,.,.,.,.,Picture narrative,.,16.27,16.12,1.07,1.2,.,.,.,27.06,157.24,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,ENNI,.,8;0-8;6,.,TD,.,.,.,.,.,.,Picture narrative,.,73.8,73.65,7.87,8.65,.,.,.,155.65,583.05,.,.,1.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20
Min,eng,ENNI,.,8;0-8;6,.,TD,.,.,.,.,.,.,Picture narrative,.,56,56,6.39,6.77,.,.,.,129,362,.,.,1.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20
Max,eng,ENNI,.,8;0-8;6,.,TD,.,.,.,.,.,.,Picture narrative,.,107,107,9.53,10.82,.,.,.,200,995,.,.,1.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20
SD,eng,ENNI,.,8;0-8;6,.,TD,.,.,.,.,.,.,Picture narrative,.,13.21,13.26,1,1.2,.,.,.,20.19,147.26,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20
Mean,eng,ENNI,.,8;6-9;0,.,TD,.,.,.,.,.,.,Picture narrative,.,79.59,79.51,8.09,8.8,.,.,.,175.76,652.41,.,.,1.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,eng,ENNI,.,8;6-9;0,.,TD,.,.,.,.,.,.,Picture narrative,.,49,49,6.22,6.76,.,.,.,111,321,.,.,1.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,eng,ENNI,.,8;6-9;0,.,TD,.,.,.,.,.,.,Picture narrative,.,147,147,10.3,11.31,.,.,.,279,1183,.,.,2.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,eng,ENNI,.,8;6-9;0,.,TD,.,.,.,.,.,.,Picture narrative,.,24.14,24.17,0.98,1.08,.,.,.,46.56,236.24,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,eng,ENNI,.,9;0-9;6,.,TD,.,.,.,.,.,.,Picture narrative,.,76.93,76.9,8.5,9.27,.,.,.,173.37,660.37,.,.,1.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,ENNI,.,9;0-9;6,.,TD,.,.,.,.,.,.,Picture narrative,.,51,51,6.38,6.83,.,.,.,112,390,.,.,1.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,ENNI,.,9;0-9;6,.,TD,.,.,.,.,.,.,Picture narrative,.,152,152,10.24,11.12,.,.,.,321,1556,.,.,2.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,ENNI,.,9;0-9;6,.,TD,.,.,.,.,.,.,Picture narrative,.,20.1,20.12,0.85,0.97,.,.,.,36.55,220.33,.,.,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,ENNI,.,9;6-10;0,.,TD,.,.,.,.,.,.,Picture narrative,.,78,77.92,8.08,8.97,.,.,.,166.69,640.62,.,.,1.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26
Min,eng,ENNI,.,9;6-10;0,.,TD,.,.,.,.,.,.,Picture narrative,.,53,53,6.34,7.1,.,.,.,121,354,.,.,1.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26
Max,eng,ENNI,.,9;6-10;0,.,TD,.,.,.,.,.,.,Picture narrative,.,161,161,10.25,11.76,.,.,.,255,1552,.,.,1.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26
SD,eng,ENNI,.,9;6-10;0,.,TD,.,.,.,.,.,.,Picture narrative,.,26.37,26.37,1.06,1.2,.,.,.,33.19,274.72,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26
Mean,eng,Narr_SSS,.,5;2-5;6,.,TD,.,.,.,.,.,.,Narration,.,37.03,34.25,6.2,6.85,.,.,.,78.25,199.97,.,.,1.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Min,eng,Narr_SSS,.,5;2-5;6,.,TD,.,.,.,.,.,.,Narration,.,4,4,4.21,5.04,.,.,.,19,25,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Max,eng,Narr_SSS,.,5;2-5;6,.,TD,.,.,.,.,.,.,Narration,.,136,125,8.71,9.5,.,.,.,217,717,.,.,1.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
SD,eng,Narr_SSS,.,5;2-5;6,.,TD,.,.,.,.,.,.,Narration,.,32.59,30.15,0.96,1,.,.,.,47.09,168.26,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,Narr_SSS,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narration,.,36.04,33.38,6.47,7.1,.,.,.,75.87,209.04,.,.,1.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Min,eng,Narr_SSS,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narration,.,5,4,4.09,4.39,.,.,.,23,29,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Max,eng,Narr_SSS,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narration,.,73,71,13.25,14.25,.,.,.,156,388,.,.,1.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
SD,eng,Narr_SSS,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narration,.,15.86,15.09,1.54,1.61,.,.,.,25.67,92.31,.,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Mean,eng,Narr_SSS,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narration,.,32.62,30.81,6.98,7.63,.,.,.,81.97,208.76,.,.,1.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,eng,Narr_SSS,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narration,.,12,12,4.68,5.09,.,.,.,40,74,.,.,0.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,eng,Narr_SSS,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narration,.,96,91,10.21,11.12,.,.,.,189,525,.,.,1.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,eng,Narr_SSS,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narration,.,17.55,16.59,1.33,1.45,.,.,.,31.05,103.35,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,eng,Narr_SSS,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narration,.,45.8,41.67,7.09,7.73,.,.,.,98.53,292.3,.,.,1.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,Narr_SSS,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narration,.,17,15,4.37,4.47,.,.,.,44,83,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,Narr_SSS,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narration,.,137,121,10.12,11.12,.,.,.,231,835,.,.,1.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,Narr_SSS,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narration,.,23.76,21.59,1.19,1.31,.,.,.,37.86,148.84,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,Narr_SSS,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narration,.,48.58,45.42,7.16,7.85,.,.,.,108,322.84,.,.,1.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Min,eng,Narr_SSS,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narration,.,12,12,4.85,5.35,.,.,.,49,79,.,.,0.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Max,eng,Narr_SSS,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narration,.,158,143,10,10.87,.,.,.,217,995,.,.,2.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
SD,eng,Narr_SSS,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narration,.,26.76,24.39,1.04,1.13,.,.,.,39.74,163.95,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Mean,eng,Narr_SSS,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narration,.,55.79,52.26,7.74,8.5,.,.,.,137.53,420.05,.,.,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Min,eng,Narr_SSS,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narration,.,25,25,4.85,5.35,.,.,.,77,158,.,.,0.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Max,eng,Narr_SSS,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narration,.,135,122,10,11.1,.,.,.,302,1136,.,.,2.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
SD,eng,Narr_SSS,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narration,.,32.61,30.01,1.54,1.7,.,.,.,65.57,292.08,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Mean,eng,Narr_SSS,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narration,.,77.78,70.53,8.04,8.86,.,.,.,166.06,557.03,.,.,1.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Min,eng,Narr_SSS,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narration,.,19,18,5.05,5.53,.,.,.,67,171,.,.,0.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Max,eng,Narr_SSS,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narration,.,196,179,11.56,13.07,.,.,.,329,1331,.,.,2.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
SD,eng,Narr_SSS,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narration,.,51.03,44.95,1.44,1.59,.,.,.,77.26,353.69,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,70.35,64.78,7.91,8.75,.,.,.,150,506.35,.,.,1.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Min,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,10,10,6.03,6.41,.,.,.,49,95,.,.,1.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Max,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,196,169,10.1,11.2,.,.,.,329,1331,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
SD,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,38.43,32.76,0.95,1.14,.,.,.,66.27,262.79,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Mean,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,52,49.09,7.44,8.2,.,.,.,106.91,358.09,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Min,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,16,15,5.37,6.41,.,.,.,59,102,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Max,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,106,101,10.82,11.5,.,.,.,206,767,.,.,2.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
SD,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,25.82,24.11,1.24,1.36,.,.,.,36.23,176.93,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Mean,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,52.44,48.89,8.37,9.42,.,.,.,139.52,436.63,.,.,1.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Min,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,11,11,5.96,6.92,.,.,.,40,68,.,.,1.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Max,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,205,191,10.95,12.33,.,.,.,492,1888,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
